,title,artist,image,weeks,chart
7040,If The World Was Ending,JP Saxe Featuring Julia Michaels,https://charts-static.billboard.com/img/2019/11/jp-saxe-000-if-the-world-was-ending-dnj-53x53.jpg,26.0,canadian-hot-100
7041,D4L,"Future, Drake & Young Thug",https://charts-static.billboard.com/img/1988/03/future-f8b-53x53.jpg,1.0,canadian-hot-100
7042,Be Kind,Marshmello & Halsey,https://charts-static.billboard.com/img/2020/05/marshmello-000-be-kind-wth-53x53.jpg,1.0,canadian-hot-100
7043,The Box,Roddy Ricch,https://charts-static.billboard.com/img/2019/12/roddy-ricch-eqp-the-box-2k7-53x53.jpg,22.0,canadian-hot-100
7044,Someone You Loved,Lewis Capaldi,https://charts-static.billboard.com/img/2019/03/lewis-capaldi-s2h-someone-you-loved-em0-53x53.jpg,56.0,canadian-hot-100
7045,Demons,Drake Featuring Fivio Foreign & Sosa Geek,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7046,Time Flies,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7047,Memories,Maroon 5,https://charts-static.billboard.com/img/2019/09/maroon-5-vhb-memories-cnj-53x53.jpg,33.0,canadian-hot-100
7048,Before You Go,Lewis Capaldi,https://charts-static.billboard.com/img/2017/04/lewis-capaldi-s2h-53x53.jpg,24.0,canadian-hot-100
7049,My Oh My,Camila Cabello Featuring DaBaby,https://charts-static.billboard.com/img/2016/11/camila-cabello-53x53.jpg,22.0,canadian-hot-100
7050,Blueberry Faygo,Lil Mosey,https://charts-static.billboard.com/img/2020/02/lil-mosey-hjw-blueberry-faygo-e1e-53x53.jpg,13.0,canadian-hot-100
7051,Sunday Best,Surfaces,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,14.0,canadian-hot-100
7052,Desires,Drake Featuring Future,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7053,Not You Too,Drake Featuring Chris Brown,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7054,Break My Heart,Dua Lipa,https://charts-static.billboard.com/img/2020/04/dua-lipa-eqf-break-my-heart-641-53x53.jpg,6.0,canadian-hot-100
7055,Righteous,Juice WRLD,https://charts-static.billboard.com/img/2020/05/juice-wrld-t5o-righteous-5sk-53x53.jpg,2.0,canadian-hot-100
7056,Everything I Wanted,Billie Eilish,https://charts-static.billboard.com/img/2019/11/billie-eilish-acb-everything-i-wanted-mj1-53x53.jpg,26.0,canadian-hot-100
7057,Deep Pockets,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7058,War,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7059,Landed,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7060,Six Feet Apart,Luke Combs,https://charts-static.billboard.com/img/2020/05/luke-combs-jfp-six-feet-apart-jro-53x53.jpg,1.0,canadian-hot-100
7061,Life Is Good,Future Featuring Drake,https://charts-static.billboard.com/img/2020/01/future-tsu-life-is-good-rko-53x53.jpg,17.0,canadian-hot-100
7062,When To Say When,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7063,In Your Eyes,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,7.0,canadian-hot-100
7064,Senorita,Shawn Mendes & Camila Cabello,https://charts-static.billboard.com/img/2019/06/shawn-mendes-drf-senorita-qa7-53x53.jpg,46.0,canadian-hot-100
7065,Stupid Love,Lady Gaga,https://charts-static.billboard.com/img/2020/03/lady-gaga-lkc-stupid-love-arb-53x53.jpg,10.0,canadian-hot-100
7066,Whats Poppin,Jack Harlow,https://charts-static.billboard.com/img/2020/02/jack-harlow-ft9-whats-poppin-ddu-53x53.jpg,15.0,canadian-hot-100
7067,From Florida With Love,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7068,Lean On Me,ArtistsCAN,https://charts-static.billboard.com/img/2020/05/artistscan-000-lean-on-me-wvk-53x53.jpg,2.0,canadian-hot-100
7069,Falling,Trevor Daniel,https://charts-static.billboard.com/img/2019/11/trevor-daniel-000-falling-gtf-53x53.jpg,25.0,canadian-hot-100
7070,"10,000 Hours",Dan + Shay & Justin Bieber,https://charts-static.billboard.com/img/2019/10/dan-shay-aqf-10000-hours-e1h-53x53.jpg,31.0,canadian-hot-100
7071,I Hope,Gabby Barrett,https://charts-static.billboard.com/img/2019/03/gabby-barrett-l86-i-hope-mnv-53x53.jpg,12.0,canadian-hot-100
7072,Supalonely,BENEE Featuring Gus Dapperton,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,9.0,canadian-hot-100
7073,Losses,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,1.0,canadian-hot-100
7074,Roxanne,Arizona Zervas,https://charts-static.billboard.com/img/2019/11/arizona-zervas-egt-roxanne-5y8-53x53.jpg,28.0,canadian-hot-100
7075,You Should Be Sad,Halsey,https://charts-static.billboard.com/img/2020/01/halsey-iqm-you-should-be-sad-gqk-53x53.jpg,17.0,canadian-hot-100
7076,Nobody But You,Blake Shelton Duet With Gwen Stefani,https://charts-static.billboard.com/img/2019/12/blake-shelton-m3d-nobody-but-you-29g-53x53.jpg,16.0,canadian-hot-100
7077,Party Girl,StaySolidRocky,https://charts-static.billboard.com/img/2020/05/staysolidrocky-000-party-girl-8dm-53x53.jpg,2.0,canadian-hot-100
7078,Does To Me,Luke Combs Featuring Eric Church,https://charts-static.billboard.com/img/2019/11/luke-combs-m9g-does-to-me-9ea-53x53.jpg,7.0,canadian-hot-100
7079,Godzilla,Eminem Featuring Juice WRLD,https://charts-static.billboard.com/img/2020/02/eminem-6zg-godzilla-r12-53x53.jpg,16.0,canadian-hot-100
7080,Cold Feet,Loud Luxury,https://charts-static.billboard.com/img/2020/02/loud-luxury-l9g-cold-feet-aul-53x53.jpg,9.0,canadian-hot-100
7081,Chasin' You,Morgan Wallen,https://charts-static.billboard.com/img/2016/08/morgan-wallen-ur7-87x87.jpg,13.0,canadian-hot-100
7082,Believe It,PARTYNEXTDOOR & Rihanna,https://charts-static.billboard.com/img/2017/07/partynextdoor-53x53.jpg,5.0,canadian-hot-100
7083,Hard To Forget,Sam Hunt,https://charts-static.billboard.com/img/2014/06/sam-hunt-2mf-87x87.jpg,5.0,canadian-hot-100
7084,Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,https://charts-static.billboard.com/img/2019/06/thomas-rhett-2w0-beer-cant-fix-1ze-53x53.jpg,8.0,canadian-hot-100
7085,What If I Told You That I Love You,Ali Gatie,https://charts-static.billboard.com/img/2020/02/ali-gatie-000-what-if-i-told-you-that-i-love-you-4rd-53x53.jpg,15.0,canadian-hot-100
7086,I'm Ready,Sam Smith & Demi Lovato,https://charts-static.billboard.com/img/2012/11/sam-smith-ik0-53x53.jpg,3.0,canadian-hot-100
7087,After Party,Don Toliver,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,3.0,canadian-hot-100
7088,Breaking Me,Topic & A7S,https://charts-static.billboard.com/img/2020/03/topic-rkd-breaking-me-l4f-53x53.jpg,3.0,canadian-hot-100
7089,I Hope You're Happy Now,Carly Pearce & Lee Brice,https://charts-static.billboard.com/img/2019/10/carly-pearce-rdp-i-hope-youre-happy-now-1s8-53x53.jpg,10.0,canadian-hot-100
7090,Boss Bitch,Doja Cat,https://charts-static.billboard.com/img/2020/02/doja-cat-cd8-boss-bitch-agd-53x53.jpg,9.0,canadian-hot-100
7091,ily,surf mesa Featuring Emilee,https://charts-static.billboard.com/img/2020/03/surf-mesa-000-ily-xgr-53x53.jpg,3.0,canadian-hot-100
7092,Level Of Concern,twenty one pilots,https://charts-static.billboard.com/img/2020/04/twenty-one-pilots-1st-level-of-concern-8s6-53x53.jpg,3.0,canadian-hot-100
7093,Know Your Worth,Khalid x Disclosure,https://charts-static.billboard.com/img/2020/02/khalid-p0u-know-your-worth-afz-53x53.jpg,13.0,canadian-hot-100
7094,Can't Help Myself,Dean Brody x The Reklaws,https://charts-static.billboard.com/img/2020/03/dean-brody-o57-cant-help-myself-8vm-53x53.jpg,3.0,canadian-hot-100
7095,Walk Em Down,NLE Choppa Featuring Roddy Ricch,https://charts-static.billboard.com/img/2020/04/nle-choppa-7eu-walk-em-down-7lm-53x53.jpg,7.0,canadian-hot-100
7096,Moana,G-Eazy x Jack Harlow,https://charts-static.billboard.com/img/2020/05/g-eazy-0lq-moana-5le-53x53.jpg,1.0,canadian-hot-100
7097,betterman.,Virginia To Vegas,https://charts-static.billboard.com/img/2020/02/virginia-to-vegas-000-betterman-tq1-53x53.jpg,3.0,canadian-hot-100
7098,Pillow Talkin',Tyler Joe Miller,https://charts-static.billboard.com/img/2020/01/tyler-joe-miller-000-pillow-talkin-28x-53x53.jpg,3.0,canadian-hot-100
7099,Want You Back,Elijah Woods x Jamie Fine,https://charts-static.billboard.com/img/2020/03/elijah-woods-x-jamie-fine-000-want-you-back-tgf-53x53.jpg,3.0,canadian-hot-100
7100,What A Man Gotta Do,Jonas Brothers,https://charts-static.billboard.com/img/2020/01/jonas-brothers-r3d-what-a-man-gotta-do-nnf-53x53.jpg,16.0,canadian-hot-100
7101,Stupid,Tate McRae,https://charts-static.billboard.com/img/2020/02/tate-mcrae-000-stupid-6zg-53x53.jpg,14.0,canadian-hot-100
7102,The Other Side,SZA X Justin Timberlake,https://charts-static.billboard.com/img/2020/03/sza-mhq-the-other-side-fvs-53x53.jpg,10.0,canadian-hot-100
7103,Turks,"NAV, Gunna & Travis Scott",https://charts-static.billboard.com/img/2020/04/nav-9qd-turks-w6o-53x53.jpg,5.0,canadian-hot-100
7104,I Love Me,Demi Lovato,https://charts-static.billboard.com/img/2020/03/demi-lovato-sad-i-love-me-fqg-53x53.jpg,9.0,canadian-hot-100
7105,Dior,Pop Smoke,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,12.0,canadian-hot-100
7106,Skechers,DripReport,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,8.0,canadian-hot-100
7107,More Hearts Than Mine,Ingrid Andress,https://charts-static.billboard.com/img/2019/07/ingrid-andress-000-more-hearts-than-mine-qra-53x53.jpg,7.0,canadian-hot-100
7108,After A Few,Travis Denning,https://charts-static.billboard.com/img/2019/02/travis-denning-000-after-a-few-8ld-53x53.jpg,3.0,canadian-hot-100
7109,God Whispered Your Name,Keith Urban,https://charts-static.billboard.com/img/1840/12/keith-urban-9lg-53x53.jpg,2.0,canadian-hot-100
7110,City Of Angels,24kGoldn,https://www.billboard.com/assets/1588965272/images/charts/bb-placeholder-new.jpg?3fc7db24b091ca2d1a38,11.0,canadian-hot-100
7111,Here And Now,Kenny Chesney,https://charts-static.billboard.com/img/2020/02/kenny-chesney-0nz-here-and-now-uwn-53x53.jpg,2.0,canadian-hot-100
7112,This City,Sam Fischer,https://charts-static.billboard.com/img/2020/03/sam-fischer-000-this-city-p7u-53x53.jpg,3.0,canadian-hot-100
7113,Find My Way,DaBaby,https://charts-static.billboard.com/img/2017/01/dababy-sfn-53x53.jpg,3.0,canadian-hot-100
7114,Why We Drink,Justin Moore,https://charts-static.billboard.com/img/2019/10/justin-moore-uqp-why-we-drink-au3-53x53.jpg,3.0,canadian-hot-100
